"scale","tscale","iter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
0.02,54,2,NA,-0.0335299565090437,-0.0666901447384736,NA,0.0293267413758686,-0.0100624643031644,-0.0192942713243035,-0.00446287102628419,0.0483346257915186,0.0406893440247448,0.0426404646850749,0.0341819757499691,0.0119956462224922,-0.014318331263583,0.0276453482801021,0.0176209756129645,NA,0.0231443214857173,-0.0020261637626505,-0.036741429005445,0.0439797361958087,0.0435439862437681,0.0349457342413404,0.0331807309116307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,55,2,0.0023574058596295,-0.0635411287593954,NA,NA,0.0264422359438636,-0.0123920667243221,-0.0338067824382652,0.00659749483571006,0.0484950583014901,0.0451801209052364,0.0383675127335744,0.0362260029943674,0.0256186769092413,-0.00477025935395438,0.018020671471474,0.00765028505864462,NA,0.0290194013048807,7.20073895688486e-18,-0.0442664020483576,0.0409325781564817,0.0421657162717319,0.0337508725521023,0.0325774448950556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,56,2,-0.0317847041023316,-0.032188758248682,NA,-0.00612411021381796,-0.0140555290104383,-0.048197957137859,NA,-0.0176209756129645,0.0437679481805771,0.042819558442828,0.0419888438779192,0.0329611909017559,0.0387074710984708,-0.0110542715786826,0.0375482814802279,-0.0256721177985165,-0.00486896962614568,0.00369490727389,-0.00413228798730017,-0.0572440176185894,0.0411175909463222,0.0422700645380646,0.0357407142894665,0.0261845905141684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,57,2,0.00699362635173987,-0.0179664849387089,-0.0963583710403126,-0.0156467802808401,0.0314529766840675,-0.00545644713546068,NA,0.00344002937347084,0.0414184912476846,0.0398014656371643,0.0403962297016499,0.0357347706537025,0.0324307491071198,-0.0108603369895829,0.0258807515813722,-0.0252053520203616,-0.0192080990205998,0.0258639655581873,-0.0126026760101808,-0.020989047288263,0.0439565953858024,0.0401013679768011,0.03413877454483,0.0282357528497211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,58,2,-0.0064706199350233,-0.0732050478801984,-0.073811754819399,-0.0100295793043101,0.0162694519239131,-0.00934371685293834,-0.0331807309116306,2.05596856412066e-18,0.041026657485003,0.0372324870578168,0.0435470455915216,0.0335501749837123,0.037246811811736,-0.00138004668402649,0.042993608014827,8.42579974045878e-18,-0.0375159078543459,0.0175167959373826,-0.0163623344977528,-0.0283828176886457,0.0428432180997931,0.038815375838043,0.0349680732291773,0.0343522442187967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,59,2,0.00533145229783041,-0.0587455718718938,-0.0758211955967056,0.0101275455679157,-0.000686187781506283,-0.033500745699727,6.05576195250085e-18,NA,0.0418321954486715,0.0421170618608136,0.0390268659829499,0.0329815279500901,0.0365570560374446,-0.0434737179230769,0.0531161160294772,0.0121604768519289,-0.0367655896972589,0.0182375526265202,-0.021122329900455,-0.0409255415164061,0.0413957124638848,0.0372410945311223,0.0356632907503425,0.0337700027913594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,60,2,0.00213912753929344,-0.0406893440247448,-0.0683249513745616,0.00669095445431092,0.0240813220203044,-0.0090215197200784,5.9476233462062e-18,NA,0.0444538034430326,0.0404624705991342,0.0366204096222703,0.0339480321210173,0.0416824501298281,-0.0128864981372247,0.0520537937088877,-0.00496003573192725,-0.0114807160072074,0.00104649617174566,-0.00880733834079294,-0.0231993142313957,0.0407057839228201,0.0359914041558895,0.036245862024736,0.0316186664147647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,61,2,-0.00154832378800556,-0.0399495377697494,-0.057479925444075,-0.0216621835612752,0.0378856885851469,-0.00886861260617877,0.0135647348812892,NA,0.0439511726018736,0.0371915334642355,0.0381520935341708,0.0382848346855252,0.0177366388037551,-0.00131217553563174,NA,0.00378209409007136,-0.0486812820273633,-0.00487488510532379,-0.00865806141976255,-0.0520400160168994,0.0393097585704651,0.0380182687695944,0.0344940025290198,0.0333915070042794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,62,2,-0.0283792000913675,-0.0332277203699108,-0.068631982551371,-0.0332395110957351,-0.000650695310049058,-0.00341324021076688,-0.0119508134579301,NA,0.0445162893553697,0.0354391060860681,0.0397395683966156,0.0305987094336432,0.0295859465538637,-0.00269442072037364,NA,0.00371905918857017,-0.0270342335236751,-0.00863813797099423,0.00560787061035356,-0.0139778453437434,0.0383049315253818,0.0384294806559287,0.037771061389473,0.0341977989709692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,63,2,-0.00356036568415244,-0.0133708781060859,-0.0647909021655325,-0.0209278722541134,-0.0123879238736066,-0.0199409069561392,0.006872289967935,0.0273468617595686,0.0421149518191621,0.0354538447858269,0.0387674132598286,0.0308874626834177,0.0259323689099358,-0.0407134818644688,0.0388951073929051,0.00365809100515098,-0.0108428984512515,0.0127415417996221,0.00664696898537975,NA,0.0380618297269583,0.0380618297269582,0.035901001563076,0.0323314591628737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,64,2,0.00199160150210078,-0.0131403457249465,-0.0594331847003387,NA,0.0261949597408543,-0.0419788658942642,NA,0.0163623344977528,0.0412352707752384,0.0348998784610483,0.0338914640682738,0.0279962417066884,0.0217107431434248,-0.00409944163230454,0.027385282482745,0.00902606109573263,-0.0460259393713253,0.0136790639610776,0.00423168168495954,NA,0.0371079024152136,0.0374671136374745,0.0350110888949368,0.0261558817745574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,65,2,-0.001443352683734,-0.0164991380629509,-0.0604056822162727,NA,0.0221074431661811,-0.019307862290865,NA,0.0243209537038577,0.0412464850571429,0.0359288448587236,0.037905434470618,0.0319914083335359,0.0348644010279732,-0.0118952290497459,0.0345188640983189,0.0174382902963192,-0.0328264193725526,-0.00455522050825337,0.00746037506739263,-0.0093235949292759,0.0372364327484681,0.0366558123179628,0.0354243860460622,0.026686170082894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,66,2,-0.0149348004092772,-0.0335817170090377,-0.0754945932129195,-0.048478681609406,0.0268872220041223,-0.0406670263350685,0.00371905918857017,0.0347397072507287,0.0395465120112425,0.0372232692851713,0.0376501007543636,0.0321252050939408,0.0415360133435645,8.62105000182413e-18,0.0210435669750177,0.0206524349997237,NA,-0.0192606319818969,0.0136791990211547,-0.0281044344764972,0.0366722443734913,0.0374381879971706,0.030729518898368,0.0243854229156682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,67,2,-0.00551593830526577,-0.0246570065045291,-0.0533207613202876,-0.0263842280726902,-0.0116013890244887,-0.00461699373000519,0.00917402931041677,0.0186205472655612,0.0373348649513315,0.0283152236550132,0.0357894816835578,0.0343669416864783,0.0206602233139043,-0.00119466727870949,0.025891539801868,0.0192732764383903,NA,0.000930218819329481,0.00816351155480262,-0.0462486353949991,0.0350951530919922,0.0378951324038549,0.0310364409205946,0.0249847228891294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,68,2,-0.00542697155840664,-0.0278584023885562,-0.0730979394601284,-0.0274959369715875,0.00574569968945811,-0.00995120509680409,-0.0223595864696756,0.0250679566129379,0.0383833793050295,0.0305800226717623,0.0314715612278863,0.0278988233071453,0.0238742443932742,0.00394505862639235,0.03542232994711,0.0122868214578232,-0.0444109941302262,0.00300211216003563,0.00397521612829532,-0.0088574151828121,0.0331072323324484,0.0373378510449746,0.0323121261372973,0.0215637804234328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,69,2,0.00778105296132153,-0.0185334152405565,-0.0587167550875139,-0.0461701729613391,-0.0112444232083506,-0.0181551540943954,0.0110023361993642,0.0360200750382987,0.0382472076755835,0.0312968731790344,0.0353963338459305,0.0338460132727107,0.0406670263350685,-0.00532934463949735,0.0249830647211007,0.0103454803068649,-0.0366545096088746,-0.012133754996453,0.00272121726558141,-0.00871221165522502,0.0292014930513372,0.0366047629609892,0.034215275378522,0.0233251871367261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,70,2,-0.0184964077657565,-0.0594791014026612,NA,-0.0409537316267591,0.0133113697559289,-0.00769482564359628,0.00874399668649098,0.017719553043034,0.0370750672422409,0.0338160516304517,0.0360818377758322,0.0297063077382834,0.0338034550359418,-0.00374806092096415,0.000650695310049107,5.10212787052002e-18,-0.0546537939997091,-0.0042101280455069,-0.0338615454852065,-0.0216512117287912,0.0292527549052179,0.0342556467542624,0.0323109014067684,0.0209476724113347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,71,2,-0.0182118476462833,-0.0231396522580965,NA,-0.0247605832682169,0.0295098909337227,-0.0043493419195701,0.0140967804903716,-0.0110023361993642,0.0363410821069342,0.0341936371260289,0.0363943317243976,0.028688477848747,0.00890585855912302,-0.00871886209022849,0.0279182752613042,0.00587630591461108,-0.0269189322258123,-0.017823271386233,4.9276203085718e-18,-0.0124247514166608,0.0317083351916408,0.0341936371260289,0.0306303059363966,0.0244310007801142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,72,2,-0.0179359105607336,-0.0227890514663072,-0.0699435336302332,-0.0187082494392832,0.0129198588807546,-0.037181281220634,0.015327286540583,2.60208521396521e-18,0.0366535740224341,0.0348931336663349,0.0316287122918022,0.0294481046694457,0.0388461147081251,-0.0132709922920477,0.0121814584757132,0.00579235868725949,-0.0528618663275875,-0.0175611644540825,-0.00990210257942778,-0.0318050360585156,0.0333041010110885,0.0345125923581667,0.028881132523331,0.024885548183723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,73,2,-0.0340654087414407,-0.0300731794110785,-0.0617625160109003,-0.0598109430631712,0.00949865003734928,-0.0211841886869898,-0.00429376227539971,0.0169017275179709,0.0361514702687022,0.0315422615478636,0.0325329555421051,0.0284855005709566,0.0439070873191249,0.00519848796856033,0.034707899502667,-0.00976263634591472,-0.0454694957721722,-0.00402707900005008,-0.0324307759576626,-0.0206519250336162,0.0331557277897319,0.0336539146961822,0.0284855005709566,0.0252852971301141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,74,2,-0.0131777650670093,-0.0355936489507416,-0.0754799299959873,-0.0589313703710657,0.00936295503681571,0.00235970884438054,0.0243857070088755,NA,0.0342391461345599,0.0335798195917297,0.0363681497673761,0.0286522099486499,0.0386554812548109,0.00100145908315841,0.0295080612453371,0.0077724414991031,NA,-0.0269615194776794,-0.00962704417444368,-0.0246978363581339,0.0320933210077523,0.0311160147701898,0.0262960830953421,0.023440554802542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,75,2,-0.00975281845278876,-0.0451234102784112,-0.0566644486089002,NA,0.00923108243066338,-0.0089969799505352,0.014660882777949,NA,0.0335692863014799,0.0302491138842449,0.0339404169547258,0.0252949331318117,-0.00150515022368322,-0.00349819019289987,0.0336060614232172,0.00305676097690699,NA,0.00270612927101803,-0.0220470946908781,-0.0139837316280133,0.0344533006990964,0.0315616481884215,0.0259454686540708,0.0252949331318118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,76,2,-0.0128012574936662,-0.0543808927110045,-0.0532008833132066,NA,0.0168753144515628,0.00229593292966755,0.0188822262854617,NA,0.032913630943937,0.0293893713356197,0.0358497303033345,0.0249621050642879,0.00827868542115661,-0.00219808006135744,0.0114201173209811,0.00301545339613798,-0.0040342758795736,0.00709151263001131,-0.00481993167484773,-0.000303224811804927,0.0332332716356349,0.0291522857369002,0.0270279438644151,0.0220260057048904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,77,2,-0.00947809117242851,-0.0198417917883373,-0.0524408706944465,-0.0279404586022121,NA,-0.0200543652903503,0.00788191250613272,0.021004460016968,0.034086605093028,0.0290076911884038,0.0349512088673484,0.0270057343075303,0.0341609561361626,-0.0190433385557588,0.0112444232083507,0.0054062014414422,-0.0160523323226034,0.0137406218418987,-0.0307011345732539,-0.00940910067572622,0.0322715149323117,0.0294634226145242,0.0245073980393815,0.0200057797525604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,78,2,-0.0011827473380598,-0.0528703123579211,-0.0769383157442157,-0.0275413091936091,NA,-0.00688484399690193,0.0152585040092793,0.0186979547536622,0.0307422470871586,0.0276856955045304,0.0336030618475972,0.0276856955045304,0.0231013555283593,-0.00991269087478822,0.0277196938971349,0.00912035763894666,-0.0134338244433748,NA,-0.00912035763894664,-0.00927468495178727,0.0315878620588483,0.0276856955045304,0.0225366399686202,0.021461236327842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,79,2,0.00832862153725534,-0.0254897580919864,-0.075869728025546,-0.0337731728563151,0.0305016924957672,0.00136831838516659,0.0138575467353216,0.0101933408905874,0.0318695756026708,0.0307309903284564,0.0306375712487396,0.0268387789392417,0.0368628760594377,-0.0046547440522192,0.0169604868156859,0.00900191143584345,-0.0260681280182813,NA,5.85750784096065e-18,-0.0286693282780986,0.0306375712487396,0.0278129693333699,0.019855897695112,0.0185612287189042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,80,2,0.0115285382466571,-0.0217491609788392,-0.0472290054424253,-0.030771857166728,-0.00231448271091038,-0.0127339970898754,0.00301545339613798,0.010045611312463,0.0333403525822744,0.0307091971602663,0.0278077943940542,0.0274653072167027,0.0317272817884023,-0.00966487360291852,0.0167110678919258,0.0103965412335427,-0.00928185314236499,0.0190341959806321,-0.0206338193901808,-0.0130126391538457,0.0320618669682692,0.0289889299368157,0.0232037248795703,0.0162410373016283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,81,2,0.0130095220312661,-0.021459172165788,-0.0448993818154465,-0.0233527135923072,0.0123645409074766,-0.0102649394457763,0.0108124028828844,0.00579235868725949,0.033099031218695,0.0292237483226126,0.0271262293498299,0.0245979032677803,0.0275245271273473,0.00331190106907012,0.0352990666779887,0.00877401494379678,-0.0177892768447143,0.020185213576328,0.00230786780751842,-0.0278838672293836,0.0321319714252393,0.026420569919707,0.0236657112615069,0.0198696038572111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,82,2,-0.00442726627133173,-0.0173915242102936,-0.0527805736141738,-0.0354194435690889,-0.00225357527114958,-0.0188009674597034,0.0029360993593975,-0.00976263634591472,0.0323566093244782,0.0272389295305743,0.0300469907389045,0.0218507252344885,0.0195334726854062,-0.000976130581384586,0.0104412501220399,0.0147331874542706,0.00181638030857633,0.0131982288744554,0.0058750453655717,-0.0181402044214197,0.031043064287859,0.0270191916585904,0.0244082926854893,0.021153671407172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,83,2,-0.00263559537658037,-0.0285353841212496,-0.0809969420842008,-0.0534311091364329,0.0120433840007889,-0.0100114841508189,0.00900191143584345,0.0236770568366448,0.032135279597373,0.0250535125503595,0.0294258678960145,0.0208988078962422,0.0253087311028463,0.0039207518124654,0.0231996935269993,0.0124889001441788,0.00252319336684739,0.00402491186881381,0.00500574207540944,NA,0.0296849788022912,0.0281370471785185,0.0250535125503595,0.0245407461115788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,84,2,-0.0114883080071363,-0.018061118166307,-0.0566754302489767,-0.0224308959505056,0.0285464557973205,-0.0148340893210304,-0.00368823169809975,4.56256037517188e-18,0.0291786321203847,0.0278020823311552,0.0307618756241932,0.0199282908758532,0.032945439056258,-0.0174563936761122,0.0275507010699745,0.00682458277970028,-0.00253593532759739,-0.0101114624970442,-0.00622958077763403,NA,0.0298276897260802,0.0278020823311552,0.0241446219915748,0.0225847617248319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,85,2,-0.0201169013305896,-0.0306375712487396,-0.0450860290869744,-0.0377755960592774,0.0117384882033005,-0.00630419450318731,0.0070837441510813,0.00936685379135062,0.028835354095439,0.0270892363881652,0.0284749191605933,0.0141643859332463,0.0325336210680548,-0.0220212020811952,0.0155664742006981,0.00835117085011983,-0.00863728000747853,0.0103891625020842,0.00405388236893028,-0.0104367911899951,0.0284749191605933,0.0268915055844431,0.0235468235318838,0.0196938403949609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,86,2,0.00532084769282107,-0.0251862877567783,-0.0603730789529034,-0.0307422470871586,0.0115917571007593,-0.0179056832949556,6.07153216591882e-18,0.0259454686540708,0.0294615908599701,0.0309603235700634,0.0312935242184399,0.0208344124328844,0.0321319714252393,-0.00427586953634089,0.00987685822355126,0.00965393114543249,-0.00246645764738925,0.0269468113049624,0.00631700298883537,NA,0.0261778116117034,0.0257624850698188,0.0238851596941342,0.0220595347079754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,87,2,-0.0110628151179831,-0.033432718532126,-0.0526232181167993,-0.05072573652193,0.0295515757636317,-0.00615586051487702,-0.00855737259950549,0.0120564569983442,0.0287521373763128,0.033007811780276,0.0285621453998621,0.0234124359455292,0.0384480002727275,-0.00711539320007153,0.0297995320709209,8.48994077654532e-18,-0.00698004925514362,0.0101326399711686,-0.0041961758110439,NA,0.0275620146298663,0.0264664953217706,0.0262342802951325,0.0199379431653805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,88,2,-0.0144362206952246,-0.0295166844957369,-0.0453192709705093,-0.0201179739054262,0.0232703636716155,NA,0.019001763634714,7.20924041964387e-18,0.0296598840084319,0.0310230580434203,0.0272488099181633,0.0215581816464305,0.0276209006884403,-0.0133938067766096,0.024072365752775,0.00259469245714198,-0.00986222928259784,0.0206855192075433,-0.0106545433938855,-0.00293609935939749,0.0272488099181633,0.0261657396931141,0.0254626101054086,0.0215581816464305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02,89,2,-0.00810776473786054,-0.026472585269111,-0.0428867105949268,-0.0409158766008954,0.0195239487785625,NA,0.00674235889078823,0.0117473170753097,0.0286454513587143,0.0293815705397326,0.0300466140385003,0.020132128867731,0.0283279301682164,-0.028819655701815,0.0257616945069891,8.93282893376563e-18,-0.0188528207467735,-0.0095023382502343,0.00540234056604295,-0.00489992507975932,0.023007784756913,0.0246879165992834,0.0256447459064778,0.0207396257359363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
