"scale","tscale","iter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
0.3,71,1,-0.0261513714312373,-0.00927691555617995,-0.0161558404514656,-0.00571077617053752,-0.025236048862367,-0.025236048862367,-0.0763644346267791,-0.052059459161558,0.0377556510832971,0.0350961562342616,0.0370100711691736,0.0296884433380334,-0.020689944745986,-0.00118142935184087,0.00305286976359773,-0.00359908953732596,-0.00879090576159148,-0.0336122053095035,-0.00707561850348967,NA,0.0311686328775262,0.0256067151766962,0.0247509715387009,0.0040518601753772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,72,1,-0.0205685930738209,-0.0132223446455033,-0.0105986912384285,-0.00645678511915229,-0.0319803485138062,0.000241551982109292,-0.0276705925581793,-0.0539203462705922,0.0372697938027336,0.0344884587484647,0.0354545728628717,0.0294481046694457,-0.0190353611687743,0.00274348577024283,0.000605841978831809,0.00102442097043764,-0.00639617896237768,-0.0331453691246493,0.000690273174337128,NA,0.03097048257093,0.0257819165328559,0.024593139722642,0.00232019562032175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,73,1,-0.0312670432777047,-0.0174035965149968,-0.015713214685672,0.00149588071184921,-0.024544650263398,-0.0059196350026072,-0.0327423522546664,-0.0179294124958063,0.0365681907714517,0.0337514142546598,0.033817726874112,0.0301379387598418,-0.049089300526796,-0.00114906142439318,0.00303929936824944,0.00100841439277455,-0.00805187212194685,-0.0201393951383643,-0.0030132040876278,NA,0.0304694861583328,0.0243144157659133,0.0242562473976743,0.00156726508462664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,74,1,-0.0523688539601139,-0.0343104577170037,-0.0180223057788442,-0.0104485120031551,-0.0441576485005085,-0.0103500883086807,-0.0257141570226999,-0.0381222891911152,0.03634956597323,0.0329801864627706,0.0337954132125708,0.0291421795165232,-0.0559883071133991,-0.000156227329744269,0.00431125138291698,-0.0203347052304972,-0.00803993451865855,-0.00524825236147114,-0.00286565836337454,NA,0.0302649162203389,0.0251693045961657,0.0247646143749772,-0.00174610447945954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,75,1,-0.0252776249763784,-0.0219354132671491,-0.0188492444707734,-0.00222738779550887,-0.040593632502979,-0.00996285869106961,-0.0337778850457702,-0.0232189410583784,0.0351874310615368,0.0323454441203472,0.0342711060072668,0.0279798631553404,-0.064483758759353,0.00103182218153894,0.00387815633825547,-0.00952437362761173,-0.00463527382959119,-0.0113998694134715,-0.00588167051342731,NA,0.029713028277871,0.0244982664064014,0.0252740835054626,-0.00219070735055035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,76,1,-0.0374598466894199,-0.0155375050908563,-0.0354556207996062,-0.0185824979937257,-0.0330775550876481,-0.006230507517805,-0.0285425076769952,-0.0191023005111275,0.0345711409525695,0.0330121253419983,0.0348393553892633,0.0279386280952245,-0.0491798633984654,-0.000306011344266674,0.00388963589641787,-0.0197276991042137,-0.0147724978979891,-0.0351861664398227,-0.0138014818436294,NA,0.0297920421505579,0.0240918445050176,0.0254564037721772,0.000392802146706331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,77,1,-0.0523294421994062,-0.0177779560832211,-0.0154616855064129,-0.0295748998053215,-0.0551752628837579,-0.00306998413070429,-0.0320926014442438,-0.0356774926703113,0.0341348415372512,0.0323389800865598,0.0346583003535277,0.027334537008625,-0.0384997367538946,0.00244223677276545,0.00420326685963833,0.00423061871252619,-0.0128069390291094,-0.0257272918034621,-0.0143506764515179,NA,0.0284978493755063,0.024663869968163,0.0255582610487599,-0.00123779454291331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,78,1,-0.0414673457463418,-0.0268864245997338,-0.0129260029128185,0.00252779570398654,-0.0390323389451721,-0.0179999222848627,-0.0360975966439408,-0.0370909578146582,0.0337596024105066,0.030935040386704,0.0336234929480495,0.0287759140005036,-0.0331408988249357,0.00241092604490948,0.00586131975405992,0.000935340886051759,-0.0142383138424978,-0.0572552322904434,-0.0136828430613338,NA,0.0277368242375811,0.0246135829725047,0.0240589531944242,-0.00305655158262818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,79,1,-0.0472341050974504,-0.0226804996104817,-0.00762991289989462,-0.00250412333329011,-0.0676849054521198,-0.000684395205952858,-0.0351194367764444,-0.0266449044311734,0.0334302021585021,0.0309615655169543,0.0335006076119546,0.0282733192595835,-0.0181656269023965,-0.00983580588026136,0.0063364842576105,-0.00898012370603391,-0.00949753916961893,-0.0318987084759401,-0.0117609040544711,NA,0.0279763035717991,0.0263220448313903,0.023724090359989,-0.00456978918401684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,80,1,-0.0342557076469243,-0.0348786037417398,-0.0538008136650521,-0.00660084287750619,-0.0227593375762663,-0.0110756355835555,-0.030145836630301,NA,0.0328181459694935,0.0306868557780901,0.033112905933401,0.0276069517918221,-0.0185797227459609,0.000561892348278329,0.00709714626048788,-0.00885364309045597,-0.0130099089722411,-0.0106873775751295,-0.0311412055985846,NA,0.0276621616788045,0.0255800210950204,0.0240702041214437,-0.00347039670747849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,81,1,-0.0409058352455129,-0.0499142131831426,-0.0310161188145199,-0.0212055740379547,-0.0343476317685917,-0.0138923522932132,-0.0352435359425286,NA,0.0320202450607959,0.0300175057387286,0.0322358179302305,0.0278103755120715,-0.0199679763220158,-0.00398485669460557,0.00579268066399353,-0.00309921599047513,-0.0204719515630066,-0.0102261970238049,-0.0260716892121218,NA,0.0270368322972797,0.0244397679802176,0.0228386432355916,-0.00342755230368246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,82,1,-0.0220652989450261,-0.0285158923853186,-0.0207484805824364,-0.0397328846100181,-0.0293008359945247,-0.0381312260482975,-0.0324374667477654,-0.012951330338105,0.0315680066825356,0.030303739631561,0.0320143534217421,0.0256296275201853,-0.0181265587765472,-0.00336894361741656,0.00773309328019211,0.00394085030755864,-0.043701450468977,-0.00831364005776003,-0.0420342425965147,NA,0.0264563986470564,0.0238691939964101,0.0228561358346235,-0.00610701570624987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,83,1,-0.0222770941821651,-0.0182809954641722,-0.0138200562898079,-0.029045767200413,-0.0428355188131255,-0.0570626319083674,-0.0440049123087572,-0.0486508494990938,0.0311263551621741,0.0291163560151071,0.0316286383202753,0.0259463796847417,-0.0227932882865667,-0.0160290831653667,0.00449517859766425,0.00635140039521264,-0.0415661150100191,-0.0220102504703533,-0.0195452843477489,NA,0.0266280479779774,0.0248408024872423,0.0225228365888075,-0.00799149659530439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,84,1,-0.0309562659004338,-0.0278369425666205,-0.00747338596782253,-0.0233192089748955,-0.0279925625852795,-0.0162964597429526,-0.0242926982470193,-0.0169813807580051,0.0308163874758086,0.0298882738868834,0.0313874752144028,0.0283505198560282,-0.0179056832949556,-0.018756385247124,0.00582061475156256,0.0143485257708807,NA,-0.0366620685420797,-0.00911650433571329,NA,0.0261574354444788,0.0253644027173123,0.0217268237777086,-0.00283822646958331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,85,1,-0.0238409399506042,-0.0199020707137773,-0.00768713943424035,-0.0143672307148287,-0.0237047414181443,-0.00901066511579263,-0.0223062566943903,-0.0303348487568953,0.0309908163625034,0.0299474267247581,0.0313676832049853,0.0271793878322308,-0.0183427902818741,-0.00974496422268468,0.00386175596989154,0.0129056480659438,NA,-0.0192081738188043,-0.0147009801832704,NA,0.0257473984749255,0.0247257900072312,0.0214117962534288,-0.00236083171131942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,86,1,-0.0467227162494698,-0.0105529889756442,-0.0130931542192584,-0.019170449134737,-0.0222455851887479,-0.00935317227523453,-0.0293545905754907,-0.0116225042991737,0.0305965738698947,0.0291735061161846,0.031324601048457,0.0262560089943508,-0.0219981735788958,-0.00013442816745437,0.00418435577739665,0.0139758367898188,-0.0444960668843258,-0.0519291641704021,-0.0239594596720269,NA,0.0257981240911632,0.023178358635191,0.0212799806224441,-0.000726980895131788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,87,1,-0.0272384735590748,-0.0101844924906257,-0.0162493486817012,0.00363356330772777,-0.0614610061002008,-0.0153448398474982,-0.0293712619647997,0.00152861208582788,0.0303672287114374,0.0285021230552511,0.0308549477817966,0.0254502774212643,-0.0126277274559553,-0.00427084547623544,0.00811270778657321,0.00368823169809976,-0.0499822969652866,-0.015803053624095,-0.0342161409617066,NA,0.0254690783406846,0.0228805784824508,0.0209195710522006,-0.000353697226054635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,88,1,-0.0235766067449951,-0.0413362063605271,-0.0443022725579091,0.00489526041014154,-0.0167716649978361,-0.0140873964423638,-0.0223167663020134,-0.00743501530428818,0.0297229404164005,0.0280586169638621,0.0301869212764446,0.0235569392198812,-0.0155743864108154,-0.000812033681615283,0.00632820796636094,0.00081694330553888,-0.0541158180250875,-0.0428722833874391,-0.0158259563547575,NA,0.0252278420986187,0.022774762013401,0.0202419110154632,-0.0022803488120699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,89,1,-0.0180842862964596,-0.033083584035578,-0.0073416500214655,0.00173203011041865,-0.0138902659162265,-0.0142748600628626,-0.0228965661638572,-0.0133572577567788,0.0293667473778779,0.0271325515011345,0.0298615712552052,0.0241636953448924,-0.0225063883471378,-0.00228346338891312,0.00701041352436808,0.0058750453655717,-0.0375593791843406,-0.0115946170131398,-0.0122017291213055,NA,0.0256059651920916,0.0217350086475233,0.0205908029634642,0.00066112921374083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,90,1,-0.0492065144666321,-0.0137743431880891,-0.00629328305467555,-0.00799025185514672,-0.0377910820184684,0.000383179734124102,-0.0247511765441982,-0.00514208986937503,0.0291934079155031,0.0262142270741177,0.029502408736454,0.0252075949035374,-0.0270931848239234,-0.00306948196253509,0.00598295082503924,0.00355163052409606,-0.0316154337869992,-0.014309492092296,-0.0253739675900947,NA,0.0247918935416215,0.0212335876672764,0.0200235806251511,0.000331699590552016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,91,1,-0.0214584847686876,-0.0267430039054994,-0.0112848391232087,-0.008806162254947,-0.0390697589174661,-0.00600597479525352,-0.0177558037655485,-0.00298733531002641,0.0291376650021113,0.0266177831641603,0.0284644743455585,0.024575117664317,-0.0410732925086084,-0.0117001179889278,0.00765194322502555,0.00573175157616751,-0.056847477059165,-0.00503928498266058,-0.0265625107223412,NA,0.0240657518250512,0.0208034281702016,0.020138257843388,0.0029087093871108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,92,1,-0.0118056364891777,-0.0059406924605225,-0.00911227380874393,-0.0115312169639702,-0.0165050666763954,-0.0059406924605225,-0.0237072419257623,-0.0311909638836397,0.0287377388631609,0.0258352376478319,0.0282547340601381,0.0241882207848178,-0.0350743912447541,-0.00791563587360017,0.00718241191367298,0.0105478161126976,-0.0383331949536843,-0.0127181657896767,-0.0148626777308084,NA,0.0245814402075491,0.0206425868211799,0.0198921557992412,0.000639570652423194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,93,1,-0.0217450331417599,-0.0058768140469685,-0.016136609809652,-0.00958035402032112,-0.0258351457156024,-0.00184785222501784,-0.0297164465031453,-0.00615258701600088,0.0288837785730076,0.0252836049157363,0.0278381775221622,0.024536117876096,-0.0318761261295687,-0.0107545399554286,0.00699854257419965,0.0104222468732607,-0.0531459550214448,-0.00159591403352982,-0.0267881338482448,NA,0.0239319999845227,0.0204527691010421,0.0193220890979049,0.000935606204189571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,94,1,-0.0118640741402092,-0.0313238189273026,-0.0286662466039369,-0.015599330519079,-0.0171216799195117,-0.0103723226883078,-0.0271364920326954,-0.0150945606737823,0.0286837166709687,0.0249935016935303,0.0271130049380224,0.0234652687979163,-0.0269542214250791,-0.0241349312906209,0.00914847082190561,0.012660463915483,-0.0386450876248849,-0.0124475665175559,-0.0330886771946063,NA,0.023297695915741,0.0208819970789775,0.0194154595460374,0.000925652946698192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,95,1,-0.008722503825216,-0.0256169826884258,-0.0321189697337768,0.000904657155797114,-0.00989882403634963,-0.004984406014244,-0.0522976438832214,-0.00731168439648859,0.0284868081484533,0.025438500518462,0.0272798114739699,0.0255790328833209,-0.029698725120097,-0.0227718213227425,0.0085881261487064,-0.00259469245714197,-0.0240970666666087,-0.0470095591437325,NA,NA,0.0226469487798245,0.0212654966528407,0.0193689839851264,-0.00250958972047366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,96,1,-0.0183774849746728,-0.0106523581426061,-0.00577667726326872,-0.00326726623807334,-0.00752223663992913,-0.0135647004573891,-0.0279796665918351,-0.000160605586296877,0.0274195587773946,0.0251735161380614,0.0266193516747913,0.0246324674385526,-0.0191723920145572,NA,0.00953141702543911,-0.00256486840591045,-0.0232238291738751,-0.0097869541045669,NA,NA,0.0226598111050699,0.020534368573543,0.0191930395270987,-0.00289199725623207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,97,1,-0.0349323406461594,-0.015642501273467,-0.0050139460540955,0.00266403804280071,-0.0140012730325071,-0.0078959436581688,-0.0554646946236606,-0.00859026529790306,0.0275589303961503,0.0255096427826877,0.026132062782335,0.0236049658573004,-0.0162699522570103,NA,0.00852656271278321,-0.00253572217402511,-0.0171098763555847,-0.0162426428944167,-0.0258920851594931,NA,0.0225019529661557,0.0205779374509359,0.0187105827681401,-0.00245784560252575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,98,1,-0.026885139773483,0.000351899755828256,-0.00680080544365084,-0.00761011136780986,-0.0164228358411643,-0.00512338718160445,-0.0247788982432458,-0.00506512000470142,0.0268401236400448,0.0252850814333868,0.0266963535902968,0.0225936136290816,-0.0163020760692561,0.0141983072807877,0.00726607337189249,0.000725151922894062,-0.0211133251207186,-0.0119395025780638,-0.027431370668778,NA,0.0219536748375849,0.0205602349034925,0.0189018784800458,-0.00167656174787016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,99,1,-0.0351946653730873,-0.00173586118107737,-0.0140029733446453,-0.000262378650537975,-0.0170055139857356,-0.00832500447440757,-0.0184320195867223,-0.0258644499927212,0.026218767818997,0.0247612548385797,0.0259900395686694,0.0219907071842803,-0.0151927009775381,0.0213482832880074,0.00528771738018095,-0.0146861759998035,-0.0304042500816402,-0.00481741486959908,-0.0317828523928338,NA,0.0210535338467769,0.0197132138401005,0.0189070926959757,-0.00364659944987202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,1,2,-0.559615787935423,-0.532464798869472,-1.85629799036563,-2.10684051586795,-0.445671528586205,-0.977775815524836,-1.08618976866955,-0.352821374622742,1.83797231238319,1.71765149707433,2.28046728774043,2.34279151347209,-0.192903666124492,-0.132059722013066,-0.159276267676071,0.0317486983145805,-0.45953232937844,-0.21161235371502,-1.48283228816254,-0.34294475112683,1.65898364898553,1.61557290100162,1.40034611457554,0.596520344870874,0,0.0258146736655133,0,0.0344340368294553,0,0.0503414089787044,0,0.0322313226228766,0,0.0411962865751827,0,0.0346121457188171,0,0.075543837449312,0,0.0456595753443396
0.3,2,2,-0.320188572289941,-1.14672630471539,-0.601986402162968,-0.451433855771007,-0.262857118129871,-0.453579124155441,-0.365684196690072,-1.11231177576217,1.10309662365949,1.0121908822484,1.22523307990385,1.13034707564244,-0.346573590279973,-0.219772210880514,-0.128734146927642,-0.618381313574463,-0.222869503623052,-0.384024244366532,-0.678040291261697,0.031260178490667,0.920400777147829,0.899711170986812,0.834031377890812,0.41987532737591,51,0.0308769079627305,42,0.036049134203051,48,0.0542696644492818,42,0.0368832312984262,51,0.053560189883212,42,0.0439718776380763,51,0.0926305813605429,42,0.0639625531744007
0.3,3,2,-0.236011931017899,-1.19757853118701,-0.593112316409833,-1.43468836440139,-0.37960623638205,-0.735480410813714,-0.526222084589116,-1.06848426817869,0.80174641568471,0.713755307896058,0.829169143829353,0.756227847106121,-0.324999444233644,-0.204632602968602,-0.281751652919134,-0.3771340371637,-0.167363981265745,-0.312374939592332,-0.734459480970199,-0.0109299409409969,0.662697254363869,0.656599454743336,0.57335584692398,0.338791396810379,102,0.0301528580203263,84,0.0372971866146052,96,0.0564844210608235,84,0.0430968257917608,102,0.0502758604980238,84,0.0577621710932173,102,0.0865016522308127,84,0.115920140836507
0.3,4,2,-0.157768687979392,-0.238419565986444,-0.591780903532904,-0.628076405994029,-0.169619247703038,-0.368118014340236,-0.519860385419959,-1.07601627330104,0.616967615658858,0.585156929609974,0.621876857872014,0.553543533912498,-0.140452794624715,-0.192012122183266,-0.194065521817613,-0.858496801121286,-0.0536024678363638,-0.442837649399212,-0.724131405867636,0.0818032278021041,0.51076847437724,0.516958998889882,0.476860967056879,0.276836492159216,153,0.0326331474253551,126,0.0521840683127055,145,0.0550362847563598,126,0.0423050034391241,153,0.0560464537273983,126,0.0826051149200421,153,0.0920472832338566,126,0.135301027646434
0.3,5,2,-0.453736708263673,-0.616381993959009,-0.303965150748883,0.0541291770598426,-0.284277136186232,-0.579917682600218,-0.303965150748883,-0.242604527969171,0.509000237885858,0.462547492891613,0.506888116982055,0.453736708263673,-0.280798787643858,-0.195479743582987,-0.217283403114858,NA,0.0135645192677522,-0.637683323476698,-0.30204625247013,-0.158985974973978,0.419428223755847,0.414731120922558,0.385921088006074,0.253537723742409,204,0.0291161041659525,168,0.0566502295847421,193,0.0570290199970207,168,0.0484385204269175,204,0.054739425459474,168,0.121140416952914,204,0.0948351367436137,168,0.149416674589127
0.3,6,2,-0.538960739560325,-0.232585169370802,-0.614813242352323,-0.134592921956282,-0.195011875441709,-0.184638157295506,-0.521543944363086,-0.226604352339622,0.432104873069757,0.397470531871836,0.416092877834663,0.373633366987487,-0.166421471685188,-0.0384842594416165,-0.230029689017076,NA,-0.0675775180180274,-0.494212177678214,-0.333784624574741,-0.0426555623562001,0.340854899448509,0.354399754127934,0.320225383045608,0.213732461016957,255,0.0273375605374394,210,0.0560555579779137,241,0.0571420180835964,210,0.0505549582903948,255,0.0588523936683761,210,0.252743997783332,255,0.0867184526114206,210,0.142913695857341
0.3,7,2,-0.183979184043805,-0.0181428129659011,-0.259582468173192,-0.11976131291492,-0.144162983691088,-0.472150503015608,-0.194514535504217,-0.259879777630881,0.372952257073485,0.326885193648849,0.357201548046281,0.324097648759766,0.00851315674317796,-0.0329865080928142,-0.112812158228942,-0.476833015997294,-0.0940944292126823,-0.1540290595767,-0.0848486472109282,-0.124148263860516,0.29847332716557,0.301658689230461,0.276048774264178,0.183199252300248,306,0.0311396171325457,252,0.06813848213082,290,0.0592671197185911,252,0.0633707596958815,306,0.0549780174218683,252,0.289436966551612,306,0.0959965446145663,252,0.269165246906241
0.3,8,2,-0.26689401858673,-0.00348859851463458,-0.186456859597215,-0.140751407857028,-0.146258906581282,-0.0974156096001246,-0.346573590279973,-0.0935896289643445,0.327568412855549,0.304291146880559,0.311747493249209,0.27140613636662,0.00641166179844383,-0.0338307356624017,-0.0756392288843278,-0.381475816697024,-0.0627614929746546,-0.179902095321779,-0.0843636991262705,-0.108629730877951,0.261409499915855,0.268522246253956,0.247543829879451,0.16565730881669,357,0.0324638753003682,294,0.0769293561062888,338,0.0564943356361579,294,0.0613542207272945,357,0.0588666057015218,294,0.292256795477106,357,0.0891614872594051,294,0.365786049577654
0.3,9,2,-0.205274452915785,-0.0865916529778886,-0.105337714465415,-0.0966753209687804,-0.232703350463732,-0.0609125728708456,-0.103559898760255,-0.120576585370663,0.291281122656255,0.272840990171709,0.282700558875688,0.244452169940939,0.0369673059806373,-0.0515374571477858,-0.109208481848161,-0.372472661614383,-0.00704106821473218,-0.0943352834740811,-0.0892545288509301,-0.10545339496635,0.238920505828328,0.236673503614038,0.218582699058923,0.143296391714535,408,0.030775458980153,336,0.0930713790929609,386,0.0616788446648076,336,0.0607272452601527,408,0.0478696186025375,336,0.273247148218356,408,0.0827455310179112,336,0.480561855907395
0.3,10,2,-0.421459369037368,NA,-0.106784063000136,-0.0114410351177745,-0.209433015417359,-0.229345260943077,-0.224196047117761,-0.00555698511548108,0.26380916124953,0.245381606271797,0.25492010004934,0.230258509299405,0.0131336002061087,-0.0558327957750994,-0.0711723566132881,-0.217788899226759,-0.0329479201130243,-0.0693147180559945,-0.162801429800704,-0.148807705542983,0.214472383377025,0.215889235824405,0.198295142073566,0.123761116347477,459,0.0289857749495041,378,0.119998710744149,435,0.0543071478577057,378,0.0582947968175849,459,0.0541897043261983,378,0.253789073567178,459,0.0996033476834855,378,0.549439810315447
0.3,11,2,-0.383144880943062,NA,-0.111366019411252,-0.0536811842272602,-0.109302919533498,-0.10590794160118,-0.243388958403223,-0.0393512802087526,0.241047955926557,0.228039740654381,0.235016009359243,0.199488318941256,0.0105301650477383,-0.0233838968151884,-0.0794765905118778,-0.163097149790257,0.00313510691556082,-0.13487895683137,-0.113054781736064,-0.0722663522608989,0.198618368848878,0.192807157413092,0.179318860143144,0.112510105770433,510,0.0323906351124146,421,0.100361791672641,483,0.0631563506217291,421,0.125820495373963,510,0.0581347289642964,421,0.217284001775676,510,0.0970980381879883,421,0.384738427723972
0.3,12,2,-0.308647338883974,0.0172683937675237,-0.131555521147279,-0.0698607658670369,-0.0525895626597973,-0.0381034481359903,-0.0889867191667797,-0.087164046265224,0.220881147639735,0.206363907353322,0.216697682275335,0.197059739508421,0.0147047031117964,-0.0242603680535628,-0.0283466674750331,-0.171633570741081,0.00287384800593075,-0.265701384781958,-0.113006715210283,-0.103063552262411,0.178416619556606,0.175344512855851,0.170691775078676,0.101852187052941,561,0.0338703336973868,463,0.105722963118493,532,0.0600555612969156,463,0.133255667368253,561,0.0554149483306862,463,0.213962573291954,561,0.0988309259883322,463,0.474212109301506
0.3,13,2,-0.0977042085544029,-0.0629375908919426,-0.110583665808265,-0.331081930246475,-0.0379172625720577,0.0123601832069595,-0.102884938226958,-0.0317111380841187,0.20233323974803,0.189827197735519,0.198039908344438,0.167467693172596,0.0130058715418411,-0.0101584401548513,-0.0345661001281069,-0.163307128644032,0.00394563802981156,-0.0643877969400011,-0.242141542442419,-0.0668490651556623,0.169692635768328,0.160399553397637,0.157374249703556,0.0878105641065495,612,0.0300955627989527,505,0.0994192921108061,580,0.0598758812746525,505,0.130721102132963,612,0.0550292294192672,505,0.232951791667872,612,0.0938787869086002,505,0.548690496275461
0.3,14,2,-0.0813441935104393,-0.0363650104728473,-0.223518833298465,-0.0355287573881322,-0.0791795256893444,0.026517653628416,-0.104589707327829,-1.98254111540207e-18,0.190743844130063,0.176020525898947,0.181384640768267,0.160516785565063,-0.008648423682374,-0.00378017153245304,-0.0280907025010247,-0.0991868842928361,-0.0168849127188736,-0.0203036812396423,-0.186345967929912,-0.0349677303799076,0.159420720959755,0.152926480830478,0.146653977100637,0.0772080508263363,663,0.0335467246494845,547,0.0919072583454219,628,0.0545197361072054,547,0.121682870568104,663,0.0522312891511585,547,0.226701079633435,663,0.0961184639044745,547,0.60786642987435
0.3,15,2,-0.13700729606802,-0.0844445083015025,-0.0724126512446368,-0.0839695103653832,-0.117190527836825,0.00751154416694087,-0.178485236162364,-0.0346583639523939,0.177338034614272,0.16347067573438,0.166694055754931,0.137334897054849,8.15320033709099e-18,-0.0180430590199475,-0.0204172305349811,-0.0859398058845495,-0.0244500397284983,-0.0760482516012158,-0.115096958054686,-0.00444609163324482,0.143720968030961,0.14285182779011,0.136877045293927,0.0761024888923429,714,0.038143819684489,589,0.0857418637520956,677,0.0485508870748729,589,0.120812881926928,714,0.0511165222206184,589,0.217233294011797,714,0.0821976782753394,589,0.652758617875812
0.3,16,2,-0.061404539922216,-0.0661377393566338,-0.216608493924983,-0.125092500013133,-0.332075373690112,0.00600899128455641,-0.0932284297986073,-0.168414198798129,0.167714072112301,0.147865455610751,0.155387992884123,0.130958757984227,0.00772587224794855,-0.0203884835283765,-0.0207235166255629,-0.0906445349547963,-0.0045474596426518,-0.0712952358761398,-0.275037688765426,-0.0707126319681938,0.136438421672723,0.138280753091688,0.126323289597241,0.0686632680417568,765,0.0314459233441209,631,0.116009084017225,725,0.0490823984567504,631,0.167082753788147,765,0.0529472125984991,631,0.0890918946008993,765,0.0961395182867224,631,0.606532665601885
0.3,17,2,-0.0505210989875459,-0.0550563261623927,-0.0696090304190118,-0.138714996714639,-0.153244457525857,0.00315201447847685,-0.102527606179919,-0.0831584314887062,0.156307703100353,0.14072434488001,0.147308800743008,0.132190293994758,-0.00596879177440351,-0.0361116358179885,-0.0264329000979641,-0.205154150703094,-0.042874427244825,-0.0680578996994128,-0.0441143987619458,-0.0467605808746993,0.124609232819383,0.130933539730187,0.119185892650994,0.06861381676511,816,0.031958596605179,673,0.0809319056796343,773,0.0565091538555355,673,0.211228042115787,816,0.0548786644228376,673,0.110662962791502,816,0.0927750607181745,673,0.671951616937091
0.3,18,2,-0.0101837368954841,-0.00682295090410943,-0.0573401415221821,-0.13957253466534,-0.152680923421125,0.00393478069825626,-0.069251801041374,-0.111193333345007,0.148356323212271,0.129265545643395,0.137614637351499,0.127060050358782,0.0148748809750535,-0.0205565755062454,-0.027701686148454,-0.135063845542016,-0.0741667259295745,-0.0574306474703372,-0.0381683863079172,-0.0687090348416071,0.121871722486384,0.120819540082453,0.117202293419082,0.0670333848184558,867,0.029298677799075,715,0.0411646385396394,822,0.0587875396409147,715,0.22321181863902,867,0.046557446046587,715,0.141166579430885,867,0.080607582371258,715,0.703418381341945
0.3,19,2,-0.0285537555040065,-0.0337959096561755,-0.0756625081846022,-0.0379234818288453,-0.13711346199682,-0.00779226841890208,-0.0378139467654861,-0.110886342940418,0.139854260668737,0.122041040995475,0.13037176170142,0.120646090701852,0.0171787676122353,-0.0214760923527187,-0.00402475599957042,-0.104057614170367,-0.0455261809203476,-0.17483936894779,-0.0677414584756022,-0.0960289101079498,0.115364185531922,0.114368523145283,0.111632524659241,0.0609581255721239,918,0.0307918554909934,757,0.0376249911879964,870,0.0505538201444708,757,0.240258658885941,918,0.0659021751199563,757,0.14509897613319,918,0.116761671365819,757,0.721793868961211
